level_0,index,거래일,거래금액,전용면적,구주소,도로명주소,아파트,층,건축년도,법정동,구,환산가격,환산m2당가격,인구밀도,학원갯수,위경도,위도,경도,역거리,공원거리,대학거리,대형병원거리,전통시장거리,상권거리,투기지구,강남3구,마용성,노도강
18043,336412,2020-12-31,280000,84.93,반포동 1341,서초중앙로 220.0 0.0,반포래미안아이파크,8,2018.0,반포동,서초구,311073.965,3662.71,15587.5,425.0,"{'lat': '37.5015252581119', 'lng': '127.013261384902'}",37.5015252581119,127.013261384902,0.3462762204776879,3.470808375179425,0.7250594560016275,0.746468538641577,0.9157669817937057,0.6497955990094533,1,1,0,0
18045,1292,2017-06-06,69000,84.93,북가좌동 481,수색로 100.0 0.0,DMC래미안e편한세상,14,2012.0,북가좌동,서대문구,79676.077,938.138,35457.5,128.0,"{'lat': '37.5726489857162', 'lng': '126.910550761779'}",37.5726489857162,126.910550761779,0.6348481595355501,1.1666393271291071,1.3918457522679666,2.911926328209772,0.48745367579612847,2.8298118013813984,0,0,0,0
18046,106423,2018-01-09,89800,84.81,광장동 577,아차산로 549.0 0.0,현대파크빌,2,2000.0,광장동,광진구,101995.186,1202.632,14575.0,111.0,"{'lat': '37.5441456421547', 'lng': '127.101527301469'}",37.5441456421547,127.101527301469,0.22134847697043405,0.8428543031797366,0.7186368584126975,2.1600535359422923,1.1601010218184515,1.0782132066148253,0,0,0,0
18056,384743,2021-12-03,155000,84.88,고덕동 688,아리수로50길 50.0 0.0,래미안힐스테이트고덕,9,2016.0,고덕동,강동구,153204.805,1804.958,12611.5,128.0,"{'lat': '37.5589494593044', 'lng': '127.147082524967'}",37.5589494593044,127.147082524967,0.7620396532757855,0.9417103001133689,3.8594876063141133,5.046358235524989,0.9783868833747664,0.8565212118794998,1,0,0,0
18058,130727,2017-07-15,58600,84.76,내발산동 753,수명로1길 16.0 0.0,마곡수명산파크4단지,5,2008.0,내발산동,강서구,71838.363,847.55,22076.0,293.0,"{'lat': '37.5512348671569', 'lng': '126.823351155728'}",37.5512348671569,126.823351155728,1.0120115326915613,1.9306822777929207,1.6977953406220225,5.798306480204903,1.1251743106908527,1.6366974638773244,1,0,0,0
18059,377666,2019-11-14,74000,83.4,둔촌동 603,천호대로 1240.0 0.0,프라자,10,1984.0,둔촌동,강동구,83319.751,999.038,12724.0,69.0,"{'lat': '37.5354014142171', 'lng': '127.148242028966'}",37.5354014142171,127.148242028966,0.7738337383332895,0.4996902123064179,2.2406751257407334,3.681782510137544,0.5144299193742343,0.8947261020703003,1,0,0,0
18060,136253,2018-07-17,53000,84.93,방화동 579,양천로24가길 59.0 0.0,한진로즈힐,10,2004.0,방화동,강서구,60403.62,711.217,11188.0,108.0,"{'lat': '37.5715416391155', 'lng': '126.81336525129'}",37.5715416391155,126.81336525129,0.5292569212649373,0.9801346190647585,3.566302949409938,7.53127905871133,0.09336827496261785,1.1966994865751077,1,0,0,0
18063,156218,2018-02-05,49500,84.42,신도림동 640,경인로66길 5.0 0.0,신성은하수,4,1997.0,신도림동,구로구,57912.954,686.01,24722.0,114.0,"{'lat': '37.5078312535253', 'lng': '126.887381527736'}",37.5078312535253,126.887381527736,0.3592172349375056,3.1325961778126237,1.905569321219593,1.7518500858455874,1.9401815221401746,0.19697918003013098,0,0,0,0
18064,66906,2017-02-20,51000,84.12,금호동1가 1818,행당로 27.0 0.0,신금호두산위브,3,2006.0,금호동1가,성동구,62811.477,746.689,33293.0,45.0,"{'lat': '37.5559661120198', 'lng': '127.022316809206'}",37.5559661120198,127.022316809206,0.2356025326721831,0.14850959835609218,2.1477591733862833,1.9535892585296204,0.8384895163447786,1.1262749494724953,1,0,1,0
18074,40008,2018-01-27,40200,83.74,신월동 1040,오목로10길 7.0 8.0,신성2차미소지움,4,2005.0,신월동,양천구,47256.089,564.319,27199.714285714286,239.0,"{'lat': '37.5216230033302', 'lng': '126.845268947561'}",37.5216230033302,126.845268947561,0.6957171630454811,0.897937120766153,2.8357182277173183,3.9818771869606793,0.40941490623444216,0.8190536265298566,1,0,0,0
18077,71059,2017-12-30,115000,84.64,옥수동 528,매봉길 50.0 0.0,옥수파크힐스101동~116동,8,2016.0,옥수동,성동구,134542.899,1589.59,13561.0,60.0,"{'lat': '37.5484774843118', 'lng': '127.013994845948'}",37.5484774843118,127.013994845948,0.1726808408804986,0.45027063647954924,2.952377041253506,2.919909909807876,0.7662622529332556,2.1966982591171367,1,0,1,0
18078,362921,2021-05-01,195000,84.751,문정동 150,중대로 24.0 0.0,올림픽훼밀리타운,11,1988.0,문정동,송파구,205206.029,2421.282,23652.33333333333,173.0,"{'lat': '37.4885199252165', 'lng': '127.114377260406'}",37.4885199252165,127.114377260406,0.5601969495567174,1.192913688630533,3.820420492396827,2.3629443548109594,0.8405252559464611,0.6790384336974669,1,1,0,0
18079,154838,2017-10-13,58800,84.87,구로동 1267,새말로 93.0 0.0,신도림태영타운,21,2000.0,구로동,구로구,70238.497,827.601,29127.4,212.0,"{'lat': '37.506076648181', 'lng': '126.888628588877'}",37.506076648181,126.888628588877,0.3768811793720858,3.223948615806597,1.927258265438048,1.5776848188591723,1.7626601012682093,0.2857665119484534,0,0,0,0
18082,329721,2018-09-10,133000,84.82,서초동 1687,서초중앙로24길 43.0 0.0,유원서초,17,1993.0,서초동,서초구,150267.263,1771.602,20636.25,542.0,"{'lat': '37.4962996549334', 'lng': '127.018265560432'}",37.4962996549334,127.018265560432,0.4891234539784086,2.981549115015297,0.6670357925757023,1.326078753986904,1.578475711774542,0.28300334131507154,1,1,0,0
18084,69647,2017-07-31,79450,84.9673,성수동1가 715,상원길 47.0 0.0,중앙하이츠빌,17,2003.0,성수동1가,성동구,95182.924,1120.23,11500.0,57.0,"{'lat': '37.5478817306945', 'lng': '127.047793708999'}",37.5478817306945,127.047793708999,0.08622355232996749,0.530483482640174,0.7436562779042661,1.3452463260899494,1.167287341504297,1.5491455178193503,1,0,1,0
18086,77534,2020-02-02,138000,84.18,행당동 377,왕십리로 241.0 0.0,서울숲더샵,30,2014.0,행당동,성동구,147052.503,1746.882,30663.33333333333,134.0,"{'lat': '37.5563704136977', 'lng': '127.040249242632'}",37.5563704136977,127.040249242632,0.32407280426564505,1.4850430681373439,0.5980033491921943,0.4881339731382983,0.34451713865936767,0.43999929553879125,1,0,1,0
18088,29015,2019-11-30,120000,84.94,공덕동 371,마포대로 115.0 8.0,공덕1삼성래미안,22,1999.0,공덕동,마포구,132673.096,1561.963,37115.0,43.0,"{'lat': '37.5466962462354', 'lng': '126.951444914492'}",37.5466962462354,126.951444914492,0.298089996831742,2.056897062232053,0.5215047393027314,1.9683799265552564,0.2696466307459944,0.21833254639896205,1,0,1,0
18097,256480,2017-07-18,47000,84.937,방학동 720-18,마들로 646.0 0.0,방학동삼성래미안1,4,2002.0,방학동,도봉구,54863.168,645.928,26365.0,140.0,"{'lat': '37.6669775389205', 'lng': '127.047276059135'}",37.6669775389205,127.047276059135,0.27070709368924495,1.5699615939496452,3.341078664461153,8.133585709602999,0.6472581762222114,1.5591642286787466,0,0,0,1
18106,242251,2020-11-20,103000,84.96,길음동 1285,길음로13길 22.0 0.0,길음뉴타운7단지(두산위브),1,2010.0,길음동,성북구,106896.777,1258.201,38593.0,153.0,"{'lat': '37.6096747261883', 'lng': '127.019032016559'}",37.6096747261883,127.019032016559,0.8758103980821084,1.556425394375999,0.7995088834063347,2.2364113552684195,0.8097515198598578,0.8471485313917333,0,0,0,0
18110,374135,2018-10-23,79000,84.644,명일동 41,고덕로62길 126.0 0.0,삼환고덕,14,1987.0,명일동,강동구,86564.24,1022.686,30318.5,344.0,"{'lat': '37.5494891843664', 'lng': '127.151840596585'}",37.5494891843664,127.151840596585,0.6461597103433723,0.42695352147836363,3.725895677858623,4.667594641908966,0.6137172164397061,0.5122367830717031,1,0,0,0
18111,387507,2017-08-03,54200,84.96,봉천동 1706,관악로30길 12.0 0.0,봉천우성,5,2000.0,봉천동,관악구,63873.02,751.801,34802.0,429.0,"{'lat': '37.4849781107912', 'lng': '126.959527564225'}",37.4849781107912,126.959527564225,0.7286493691729192,2.9616218832819223,1.8837629626174237,2.4502280822149074,0.3328961518832284,0.42429602932180444,0,0,0,0
18112,44040,2019-05-02,41000,84.56,신월동 591-1,중앙로29길 55.0 0.0,신안약수,1,1985.0,신월동,양천구,46557.483,550.585,27199.714285714286,239.0,"{'lat': '37.5167049193055', 'lng': '126.847584380574'}",37.5167049193055,126.847584380574,0.6009347537473164,0.3207868529908254,2.2625658057485687,4.063602808447187,0.4046897794178587,0.7538124976954659,1,0,0,0
18117,10872,2020-12-05,83500,84.96,홍제동 462,통일로 332.0 0.0,청구3차,4,2001.0,홍제동,서대문구,85291.167,1003.898,17235.666666666668,138.0,"{'lat': '37.5804551106268', 'lng': '126.952937878478'}",37.5804551106268,126.952937878478,0.3105496522537641,0.8105454264132234,0.9720582744177952,1.8557562803172092,1.2820157267787484,1.9773197895136043,0,0,0,0
18121,311542,2018-04-23,34000,84.83,구산동 382,서오릉로21길 36.0 0.0,갈현현대,16,1998.0,구산동,은평구,38595.646,454.976,23525.0,74.0,"{'lat': '37.6130165932898', 'lng': '126.905613429723'}",37.6130165932898,126.905613429723,1.0428210035127725,1.0439827142825204,1.4761770370915892,6.439756417441502,0.9294633946648688,1.378375209819052,0,0,0,0
18123,107141,2018-07-24,102000,84.99,구의동 631-1,광나루로56길 29.0 0.0,현대프라임,22,1997.0,구의동,광진구,111719.439,1314.501,29096.33333333333,257.0,"{'lat': '37.5373977464389', 'lng': '127.097621063329'}",37.5373977464389,127.097621063329,0.3643731762997162,1.61960336431325,1.5441325917201258,1.6290098444560448,1.2193028584321124,0.26294718301812475,0,0,0,0
18124,373437,2018-08-21,85000,84.949,암사동 413,고덕로 130.0 0.0,프라이어팰리스,28,2007.0,암사동,강동구,96882.892,1140.483,18058.33333333333,194.0,"{'lat': '37.5535270917359', 'lng': '127.139500544208'}",37.5535270917359,127.139500544208,0.4634573636965512,0.7555713721480811,3.086988739494004,4.15111635277544,0.33366098413595596,0.4191349304871841,1,0,0,0
18131,371985,2018-03-09,72500,84.79,암사동 508,상암로3길 77.0 0.0,삼성광나루,9,2002.0,암사동,강동구,83778.391,988.069,18058.33333333333,194.0,"{'lat': '37.5540369094746', 'lng': '127.127100652964'}",37.5540369094746,127.127100652964,0.42747260909352247,1.065421542478305,2.0185025562356267,3.5759796171243123,0.38378959832848086,1.4840226498905262,1,0,0,0
18133,289761,2019-07-24,54000,84.85,공릉동 90,노원로1길 21.0 0.0,청솔아파트9,7,2000.0,공릉동,노원구,62342.897,734.742,16225.0,167.0,"{'lat': '37.6214491190448', 'lng': '127.085148465261'}",37.6214491190448,127.085148465261,0.15924588826676123,4.778820923516261,0.882901252880061,4.2748677999117195,0.7146273116292644,2.6080847111314487,1,0,0,1
18134,105566,2017-08-17,55000,84.97,자양동 642,뚝섬로54길 74.0 0.0,자양현대5,9,1998.0,자양동,광진구,65441.662,770.174,24348.0,207.0,"{'lat': '37.5286009922175', 'lng': '127.078281546378'}",37.5286009922175,127.078281546378,1.0719551445589361,2.3796093400445204,1.2180043743552469,1.4377950385490719,0.4111073744180484,1.2467192835896173,0,0,0,0
18136,104197,2017-03-24,68200,84.55,광장동 250,아차산로 599.0 0.0,신동아파밀리에,10,2007.0,광장동,광진구,83413.726,986.561,14575.0,111.0,"{'lat': '37.5469362093814', 'lng': '127.10483401307'}",37.5469362093814,127.10483401307,0.21307009187321854,0.6295462025871211,0.3497101796759865,2.4042501497755837,1.446741614346607,1.4947227763818007,0,0,0,0
18139,154758,2017-09-29,47700,84.94,천왕동 281,오리로 1102.0 10.0,천왕연지타운2단지,9,2014.0,천왕동,구로구,57123.272,672.513,12196.0,48.0,"{'lat': '37.4840144134269', 'lng': '126.84334132511'}",37.4840144134269,126.84334132511,0.5018100832821674,0.7124245668726937,1.5604109211263386,3.7780449505094844,1.2605210826563853,1.2374626520833694,0,0,0,0
18140,235389,2019-07-19,80000,84.96,길음동 1285,길음로13길 22.0 0.0,길음뉴타운7단지(두산위브),7,2010.0,길음동,성북구,86977.675,1023.749,38593.0,153.0,"{'lat': '37.6096747261883', 'lng': '127.019032016559'}",37.6096747261883,127.019032016559,0.8758103980821084,1.556425394375999,0.7995088834063347,2.2364113552684195,0.8097515198598578,0.8471485313917333,0,0,0,0
18141,129327,2017-06-03,51800,84.7556,등촌동 715,등촌로 163.0 0.0,등촌동아이파크,6,2004.0,등촌동,강서구,63865.369,753.524,33086.0,189.0,"{'lat': '37.5439005769284', 'lng': '126.859981715413'}",37.5439005769284,126.859981715413,1.5111750852738894,0.7471810251457395,0.7394664524850455,2.4741024563651535,1.1975795915286769,1.2711068693460834,1,0,0,0
18142,322619,2017-04-29,117000,84.974,방배동 424-28,방배천로18길 11.0 0.0,롯데캐슬아르떼,9,2013.0,방배동,서초구,149333.486,1757.402,18193.33333333333,420.0,"{'lat': '37.4836231357856', 'lng': '126.984446674831'}",37.4836231357856,126.984446674831,0.9150161163577751,2.6229440080212068,1.1565643136725692,2.6870517653326975,1.2566770015578868,0.5723414417425724,1,1,0,0
18143,256083,2017-06-16,46800,84.995,창동 819,도봉로110다길 51.0 0.0,태영데시앙,10,2003.0,창동,도봉구,54899.173,645.911,28043.0,256.0,"{'lat': '37.6429264181637', 'lng': '127.033389787203'}",37.6429264181637,127.033389787203,0.6444302108464481,0.8413921409777432,1.6657077707847072,5.675142677501249,0.5610426188587027,1.7147340065203058,0,0,0,1
18149,178444,2020-12-10,58500,84.97,시흥동 1013,금하로 816.0 0.0,관악산벽산타운5,15,2004.0,시흥동,금천구,60657.929,713.875,17119.8,183.0,"{'lat': '37.4479160600139', 'lng': '126.918442104095'}",37.4479160600139,126.918442104095,2.323324861264229,1.2791519871969643,4.243664556022563,5.745425768397497,1.4910276524493116,1.2986974968479028,0,0,0,0
18150,177824,2020-07-10,50700,84.65,시흥동 1008,독산로50길 57.0 2.0,금강,12,2000.0,시흥동,금천구,53289.465,629.527,17119.8,183.0,"{'lat': '37.4631019929702', 'lng': '126.90800546073'}",37.4631019929702,126.90800546073,1.4911695039746198,0.5660191409000688,4.559789943172426,3.8243884737044316,0.48894985325747803,0.8061078088689151,0,0,0,0
18154,354316,2019-08-31,185000,84.99,잠실동 22,올림픽로 135.0 0.0,리센츠,24,2008.0,잠실동,송파구,215001.96,2529.732,21363.5,265.0,"{'lat': '37.5127510583527', 'lng': '127.088417185047'}",37.5127510583527,127.088417185047,0.23144237366044687,1.0855787193909108,3.925390459535898,2.2617693923919875,0.5881045166889989,0.6178399528321048,1,1,0,0
18157,348690,2018-03-30,106000,84.936,가락동 165,동남로 225.0 0.0,래미안파크팰리스,2,2007.0,가락동,송파구,123508.397,1454.135,25883.33333333333,218.0,"{'lat': '37.4981915870374', 'lng': '127.13209665739'}",37.4981915870374,127.13209665739,0.24057703802674277,0.6321290737668336,2.4143986966337327,3.6863652379125402,1.2408354589594655,1.228391651890506,1,1,0,0
18167,200158,2017-11-27,89000,83.475,흑석동 28,현충로 151.0 0.0,한강현대,14,1988.0,흑석동,동작구,110811.304,1327.479,19817.0,66.0,"{'lat': '37.5070082560032', 'lng': '126.969728846898'}",37.5070082560032,126.969728846898,0.5660625980552897,0.8678711717801666,1.4248604685055104,0.8140652222688536,1.6770743864513498,2.1056746728409457,1,0,0,0
18170,161489,2019-07-25,30500,84.41,개봉동 47-1,고척로21나길 85.0 6.0,건영,4,1994.0,개봉동,구로구,34175.324,404.873,30315.0,146.0,"{'lat': '37.5013011939753', 'lng': '126.84076732972'}",37.5013011939753,126.84076732972,0.8556157267606589,0.35610333606661965,1.064181915892534,4.022795592246011,0.6053246179259558,0.6499335297950493,0,0,0,0
18173,210702,2022-04-02,78500,84.72,상도동 458,국사봉길 178.0 0.0,상도갑을명가1차,6,2006.0,상도동,동작구,77992.63,920.593,34756.5,199.0,"{'lat': '37.4936083058162', 'lng': '126.934077539759'}",37.4936083058162,126.934077539759,0.8490776555801328,0.42032951737317875,1.886033515331273,2.7659513706877656,0.7352963941888657,0.774765316632397,1,0,0,0
18182,127411,2017-03-11,54000,84.99,염창동 302,공항대로63길 16.0 0.0,염창2차한화꿈에그린,4,2006.0,염창동,강서구,67906.759,798.997,24002.0,132.0,"{'lat': '37.5517172093603', 'lng': '126.866856399748'}",37.5517172093603,126.866856399748,0.76647403581418,0.7201003629215269,1.1692487663688593,2.4227710141785663,0.8046364942358045,1.409894180169695,1,0,0,0
18183,141581,2019-12-23,64000,84.82,내발산동 756,수명로2가길 22.0 0.0,마곡수명산파크7단지,6,2008.0,내발산동,강서구,70020.386,825.517,22076.0,293.0,"{'lat': '37.5481491563284', 'lng': '126.822706623708'}",37.5481491563284,126.822706623708,1.2019463302253737,2.0713706008377004,1.7443768285906847,5.765621276843089,1.1486990559680716,1.8498802269731154,1,0,0,0
18187,135878,2018-07-26,74800,84.8789,염창동 240-1,양천로63길 51.0 0.0,강변월드메르디앙,5,2010.0,염창동,강서구,85248.883,1004.359,24002.0,132.0,"{'lat': '37.5577647356867', 'lng': '126.86537637911'}",37.5577647356867,126.86537637911,0.3056740287629313,0.3186240574768492,1.413343145144066,3.0131515330611554,0.47762018631541797,1.389066200553627,1,0,0,0
18189,319844,2021-03-13,68250,84.69,구산동 224,갈현로11길 46.0 0.0,경남아너스빌,15,2004.0,구산동,은평구,70004.115,826.592,23525.0,74.0,"{'lat': '37.6055598227771', 'lng': '126.905382650951'}",37.6055598227771,126.905382650951,1.1851635315139895,0.33970878647913494,0.8372660833506649,5.7388031582634165,1.2799470176698156,1.9331474034468799,0,0,0,0
18191,218167,2019-08-24,49500,84.99,신내동 656,신내로 155.0 0.0,화성.두산아파트,1,1995.0,신내동,중랑구,54039.837,635.838,18585.5,169.0,"{'lat': '37.6136323565234', 'lng': '127.095137479055'}",37.6136323565234,127.095137479055,0.5225857427904942,0.41283204226481657,3.0687769192299834,4.441619505567498,0.6465979513151976,3.643994339906929,0,0,0,0
18192,219786,2020-02-29,57000,83.08,면목동 1513,용마산로 259.0 0.0,면목삼호101,10,2000.0,면목동,중랑구,61340.992,738.336,24948.83333333333,171.0,"{'lat': '37.5764203108934', 'lng': '127.088449167558'}",37.5764203108934,127.088449167558,0.34370328280727164,0.40501120308772165,1.3226768032199505,3.8069998233957865,0.35190049886843794,0.5413437528359324,0,0,0,0
18196,375894,2019-08-09,113000,84.88,고덕동 688,아리수로50길 50.0 0.0,래미안힐스테이트고덕,12,2016.0,고덕동,강동구,129665.291,1527.631,12611.5,128.0,"{'lat': '37.5589494593044', 'lng': '127.147082524967'}",37.5589494593044,127.147082524967,0.7620396532757855,0.9417103001133689,3.8594876063141133,5.046358235524989,0.9783868833747664,0.8565212118794998,1,0,0,0
18199,271792,2022-08-05,40500,83.85,방학동 507,해등로 286.0 5.0,우성아파트1,9,1992.0,방학동,도봉구,39953.993,476.494,26365.0,140.0,"{'lat': '37.6580383072687', 'lng': '127.023857206994'}",37.6580383072687,127.023857206994,1.4169771531514483,0.6156909736022976,1.153696661256866,7.484628235150155,1.3230192454920056,2.212785830834665,0,0,0,1
18202,322124,2017-03-10,119000,84.9145,방배동 424-28,방배천로18길 11.0 0.0,롯데캐슬아르떼,14,2013.0,방배동,서초구,152445.666,1795.284,18193.33333333333,420.0,"{'lat': '37.4836231357856', 'lng': '126.984446674831'}",37.4836231357856,126.984446674831,0.9150161163577751,2.6229440080212068,1.1565643136725692,2.6870517653326975,1.2566770015578868,0.5723414417425724,1,1,0,0
18205,40447,2018-03-10,42800,84.67,신정동 1198-3,중앙로29길 108.0 0.0,대성유니드2차,11,2004.0,신정동,양천구,49326.996,582.579,26869.0,865.0,"{'lat': '37.5210153975411', 'lng': '126.848911008994'}",37.5210153975411,126.848911008994,0.36805785455346485,0.8026904038057376,2.726460834415961,3.7222845339682067,0.4199074763727045,0.4926872039098942,1,0,0,0
18209,89430,2018-01-01,180000,84.236,삼성동 50,삼성로111길 8.0 0.0,현대힐스테이트2단지,19,2008.0,삼성동,강남구,213957.746,2539.98,15761.5,138.0,"{'lat': '37.5138589096778', 'lng': '127.051485875359'}",37.5138589096778,127.051485875359,0.18435377456327906,0.35373752730331315,1.8379766424274344,3.4664602406256697,1.0915544371491268,0.39157975891605723,1,1,0,0
18210,102453,2021-07-24,285000,83.21,개포동 185,개포로 516.0 0.0,개포주공6단지,3,1983.0,개포동,강남구,297670.682,3577.343,11610.75,196.0,"{'lat': '37.4888762938306', 'lng': '127.071667715752'}",37.4888762938306,127.071667715752,0.2927340644062863,1.3136120606270185,4.751981601954932,1.4057097350265955,0.25710954743002984,0.9859082427384982,1,1,0,0
18212,4587,2018-06-02,78000,84.95,북가좌동 481,수색로 100.0 0.0,DMC래미안e편한세상,3,2012.0,북가좌동,서대문구,85096.612,1001.726,35457.5,128.0,"{'lat': '37.5726489857162', 'lng': '126.910550761779'}",37.5726489857162,126.910550761779,0.6348481595355501,1.1666393271291071,1.3918457522679666,2.911926328209772,0.48745367579612847,2.8298118013813984,0,0,0,0
18218,70021,2017-09-29,85000,84.87,금호동4가 340,금호로 15.0 0.0,서울숲푸르지오,6,2007.0,금호동4가,성동구,101843.965,1200.0,17205.0,31.0,"{'lat': '37.5449832114937', 'lng': '127.022319305844'}",37.5449832114937,127.022319305844,0.6130320960375784,0.18587206868168177,2.3888949941888487,2.5089009249206433,0.38475180210767534,2.0030228529710596,1,0,1,0
18233,361234,2020-11-28,145000,84.69,가락동 140,동남로 193.0 0.0,가락(1차)쌍용아파트,24,1997.0,가락동,송파구,158406.452,1870.427,25883.33333333333,218.0,"{'lat': '37.4955429569204', 'lng': '127.128117809357'}",37.4955429569204,127.128117809357,0.3183846151383015,0.9337646907531182,2.730463033077587,3.6502505776073324,0.804557777686075,0.8102458208501386,1,1,0,0
18234,105820,2017-10-31,60000,84.997,구의동 660,광나루로46길 21.0 0.0,구의동현진에버빌,3,2006.0,구의동,광진구,70961.12,834.866,29096.33333333333,257.0,"{'lat': '37.5427354148426', 'lng': '127.092744631057'}",37.5427354148426,127.092744631057,0.866561924475842,1.2356743334923797,1.3371879409009142,1.8545584444776348,0.49424889449078757,0.808312938077853,0,0,0,0
18243,350737,2018-08-16,66000,84.33,마천동 191-17,마천로51길 27.0 0.0,기영,3,1998.0,마천동,송파구,76807.468,910.796,27039.5,51.0,"{'lat': '37.4973275584586', 'lng': '127.152488295965'}",37.4973275584586,127.152488295965,0.26120456090858213,0.6501205124006691,3.093256013979858,4.993568655694194,0.20095841683896118,2.852898931380557,1,1,0,0
18245,49584,2020-08-01,92000,84.89,신정동 333,신목로5길 9.0 0.0,대림,8,1992.0,신정동,양천구,97505.462,1148.61,26869.0,865.0,"{'lat': '37.5177128493315', 'lng': '126.87359680782'}",37.5177128493315,126.87359680782,0.7670836508835134,1.1343088349979051,2.0273777789468297,2.3648470139944124,0.451688766904966,0.8487650469260064,1,0,0,0
18246,198034,2017-05-20,54000,84.93,사당동 1155,동작대로29길 195.0 0.0,대성유니드,4,2009.0,사당동,동작구,69334.156,816.368,25922.4,214.0,"{'lat': '37.4933197627188', 'lng': '126.975331922893'}",37.4933197627188,126.975331922893,0.9801508206695776,0.741844729174178,0.964811867671293,2.006476756797085,1.1654768332119327,0.8769883661309615,1,0,0,0
18247,191009,2020-02-19,143000,84.65,영등포동7가 203,국회대로54길 10.0 0.0,아크로타워스퀘어,25,2017.0,영등포동7가,영등포구,154956.901,1830.56,23731.0,13.0,"{'lat': '37.5243801067433', 'lng': '126.906871180548'}",37.5243801067433,126.906871180548,0.24400182982004018,0.6372088472835924,3.5132061455987564,2.2461110669948074,0.4272963244676882,0.43703804055301865,1,0,0,0
18249,23453,2017-11-03,56000,84.85,신수동 450,신수로 107.0 0.0,신촌삼익,1,1997.0,신수동,마포구,69523.243,819.366,23745.0,35.0,"{'lat': '37.5512705046389', 'lng': '126.935580343312'}",37.5512705046389,126.935580343312,0.06885431524319094,0.5829032921264378,0.6566651230348846,1.3130164934236865,0.6509210741776471,0.37626554218302877,1,0,1,0
18256,309209,2017-07-17,42600,84.65,신사동 365,갈현로1길 31.0 0.0,신사동한신휴플러스,9,2003.0,신사동,은평구,49522.298,585.024,17944.75,568.0,"{'lat': '37.5989642121392', 'lng': '126.906169863044'}",37.5989642121392,126.906169863044,0.8297321330565025,0.6755829525831577,0.653138687358056,5.097790371122002,1.2026883921758749,2.401555819994441,0,0,0,0
18258,201140,2018-01-02,65000,84.32,대방동 500,여의대방로44길 9.0 0.0,성원,4,1994.0,대방동,동작구,79605.762,944.091,24734.0,158.0,"{'lat': '37.5093670272736', 'lng': '126.92593559718'}",37.5093670272736,126.92593559718,1.0944626557340653,0.2545900247636257,2.5143842898600566,3.060173136617727,1.1650343755866843,1.163569385333183,1,0,0,0
18262,166575,2020-06-13,40000,84.954,오류동 349,경인로2길 29.0 0.0,은하수수목원,2,2005.0,오류동,구로구,43202.068,508.535,25721.0,66.0,"{'lat': '37.4889690282229', 'lng': '126.827170152306'}",37.4889690282229,126.827170152306,0.4950753904092568,1.523374016304362,0.18363142165056193,5.106050288255578,1.6696504780486947,1.5806203963329528,0,0,0,0
18264,79914,2020-11-17,162500,84.98,금호동2가 1,금호로 173.0 0.0,신금호파크자이,14,2016.0,금호동2가,성동구,169363.942,1992.986,35795.0,23.0,"{'lat': '37.5554463365528', 'lng': '127.01862075193'}",37.5554463365528,127.01862075193,0.1808514176402455,0.3407181891404074,2.4696414309435144,2.284334305505032,0.8584583400598247,1.4459165795982434,1,0,1,0
18266,171132,2021-09-24,107000,84.165,구로동 685-222,구일로4길 65.0 0.0,주공1,1,1986.0,구로동,구로구,107525.238,1277.553,29127.4,212.0,"{'lat': '37.4935973219516', 'lng': '126.875504296971'}",37.4935973219516,126.875504296971,0.544170437700913,2.379019754527639,0.9617158478458,0.8433754184228854,0.9105095776169455,0.9073156595037541,0,0,0,0
18267,330209,2019-04-08,152000,84.91,잠원동 157,신반포로33길 15.0 0.0,동아,2,2002.0,잠원동,서초구,175544.634,2067.42,16344.5,293.0,"{'lat': '37.5087440552448', 'lng': '127.010214201793'}",37.5087440552448,127.010214201793,0.14753926016731578,4.255400457360592,1.0584103751660467,0.9268976466347006,0.7716198050333357,0.5917628160095854,1,1,0,0
18271,311016,2018-03-03,59300,84.9885,불광동 638,진흥로 267.0 0.0,북한산래미안아파트(1단지),5,2010.0,불광동,은평구,67457.591,793.726,16266.0,116.0,"{'lat': '37.6115459583067', 'lng': '126.938580698515'}",37.6115459583067,126.938580698515,0.7750970483307257,1.1117740223321984,2.52891549790397,5.432304865388125,0.8279244239953555,0.7953745126932282,0,0,0,0
18279,40955,2018-04-28,44500,84.9285,신월동 1023,신정로13길 51.0 0.0,벽산블루밍2단지,3,2003.0,신월동,양천구,51365.428,604.808,27199.714285714286,239.0,"{'lat': '37.5136240359991', 'lng': '126.841496388784'}",37.5136240359991,126.841496388784,1.2361535626989484,0.5709604783568636,2.0827878425983006,4.509402208857771,0.4664169020808058,1.3900472360290193,1,0,0,0
18282,320212,2021-05-09,66500,83.07,신사동 368,증산로15길 50.0 0.0,대주파크빌,2,2004.0,신사동,은평구,67728.656,815.32,17944.75,568.0,"{'lat': '37.5906913110252', 'lng': '126.908118237623'}",37.5906913110252,126.908118237623,0.4881985939102835,1.581934360283677,1.2393130855974843,4.279308047841546,0.8825339817439734,2.8469158219262245,0,0,0,0
18283,141434,2019-12-14,67000,84.39,가양동 1495,허준로 76.0 0.0,한보구암마을,7,1999.0,가양동,강서구,73302.592,868.617,18926.25,41.0,"{'lat': '37.5680984937459', 'lng': '126.848964353308'}",37.5680984937459,126.848964353308,0.673332451094238,0.3272327323280472,2.17401931067901,4.828519560984399,1.6122469391749918,1.171129814542144,1,0,0,0
