거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,중개사소재지,지역코드,해제사유발생일,해제여부,층
"17,000",,45.17,제1종근린생활,2015,2018,,연희동,서대문구,제1종일반주거,6,집합,8,,11410,,,1
"10,000",,17.16,업무,2004,2018,,연희동,서대문구,제2종일반주거,6,집합,19,,11410,,,90
"2,800",,9.22,판매,1990,2018,,홍은동,서대문구,제3종일반주거,6,집합,11,,11410,,,2
"12,000",,26.98,제1종근린생활,1996,2018,,충정로3가,서대문구,준주거,7,집합,13,,11410,,,1
"80,000",,141.39,제1종근린생활,1965,2018,112,천연동,서대문구,제3종일반주거,7,일반,4,,11410,,,
"25,800",,6.71,판매,2007,2018,,대현동,서대문구,일반상업,7,집합,10,,11410,,,1
"54,850",,18.47,제1종근린생활,1993,2018,16.05,대현동,서대문구,준주거,7,일반,17,,11410,,,
"47,000",,77.16,제2종근린생활,1970,2018,40.3,연희동,서대문구,제2종일반주거,7,일반,10,,11410,,,
"69,000",,148.28,제1종근린생활,2002,2018,,홍은동,서대문구,제2종일반주거,7,집합,24,,11410,,,
"2,000",,25.7,제2종근린생활,2002,2018,,북가좌동,서대문구,제2종일반주거,7,집합,16,,11410,,,
"176,000",,434.16,제1종근린생활,1986,2018,203.3,북가좌동,서대문구,제2종일반주거,7,일반,26,,11410,,,
"9,200",,23.12,제1종근린생활,1999,2018,,남가좌동,서대문구,제3종일반주거,7,집합,15,,11410,,,
"12,300",,31.05,제1종근린생활,1999,2018,,남가좌동,서대문구,제3종일반주거,7,집합,15,,11410,,,
"7,500",,19.38,제1종근린생활,1999,2018,,남가좌동,서대문구,제3종일반주거,7,집합,15,,11410,,,2
"28,000",,14.55,제1종근린생활,1966,2018,,남가좌동,서대문구,준주거,7,집합,16,,11410,,,
"21,000",,21,제2종근린생활,1999,2018,,남가좌동,서대문구,제3종일반주거,7,집합,31,,11410,,,
"370,000",,727.56,업무,1992,2018,,충정로2가,서대문구,준주거,8,집합,20,,11410,,,5
"6,250",,13.2,제2종근린생활,1992,2018,,충정로2가,서대문구,준주거,8,집합,27,,11410,,,
"6,250",,13.2,제2종근린생활,1992,2018,,충정로2가,서대문구,준주거,8,집합,27,,11410,,,
"6,250",,13.2,제1종근린생활,1992,2018,,충정로2가,서대문구,준주거,8,집합,27,,11410,,,
"6,250",,13.2,제1종근린생활,1992,2018,,충정로2가,서대문구,준주거,8,집합,27,,11410,,,
"8,800",,42.08,제2종근린생활,2004,2018,,충정로3가,서대문구,준주거,8,집합,23,,11410,,,
"130,000",,287.79,제1종근린생활,1961,2018,122.3,합동,서대문구,일반상업,8,일반,1,,11410,,,
"51,000",,29.16,제2종근린생활,2003,2018,,북아현동,서대문구,제2종일반주거,8,집합,25,,11410,,,1
"6,100",,43.49,제1종근린생활,1971,2018,,홍제동,서대문구,제1종일반주거,8,집합,8,,11410,,,
"13,300",,83.24,제1종근린생활,1970,2018,,홍제동,서대문구,일반상업,8,집합,16,,11410,,,2
"10,000",,76.53,제1종근린생활,1970,2018,,홍제동,서대문구,일반상업,8,집합,16,,11410,,,2
"195,000",,472.89,제1종근린생활,1986,2018,218,홍제동,서대문구,제2종일반주거,8,일반,17,,11410,,,
"14,800",,26.18,업무,2001,2018,,대현동,서대문구,일반상업,8,집합,6,,11410,,,15
"15,000",,22.35,제1종근린생활,2017,2018,,대현동,서대문구,일반상업,8,집합,21,,11410,,,1
"239,000",,289.32,제2종근린생활,1967,2018,,대현동,서대문구,준주거,8,집합,27,,11410,,,40
"13,850",,29.65,업무,2000,2018,,창천동,서대문구,일반상업,8,집합,15,,11410,,,15
"350,000",,608.7,제2종근린생활,1993,2018,217.6,창천동,서대문구,제2종일반주거,8,일반,29,,11410,,,
"23,700",,50.4,제1종근린생활,2007,2018,,연희동,서대문구,제3종일반주거,8,집합,6,,11410,,,2
"23,700",,50.4,제1종근린생활,2007,2018,,연희동,서대문구,제3종일반주거,8,집합,6,,11410,,,2
"35,600",,75.52,제1종근린생활,2007,2018,,연희동,서대문구,제3종일반주거,8,집합,6,,11410,,,2
"6,000",,16.5,제2종근린생활,1997,2018,,홍은동,서대문구,제3종일반주거,8,집합,6,,11410,,,
"15,000",,37.48,제2종근린생활,2012,2018,,북가좌동,서대문구,제2종일반주거,8,집합,25,,11410,,,2
"105,000",,89.26,제1종근린생활,1956,2018,122.3,충정로2가,서대문구,제3종일반주거,9,일반,10,,11410,,,
"38,250",,27.67,제1종근린생활,,2018,41,영천동,서대문구,준주거,9,일반,10,,11410,,,
"42,355",,33.39,제1종근린생활,2015,2018,,북아현동,서대문구,제2종일반주거,9,집합,10,,11410,,,
"60,000",,75.24,제1종근린생활,1956,2018,,북아현동,서대문구,제2종일반주거,9,집합,20,,11410,,,
"17,000",,67.64,제1종근린생활,2004,2018,,홍제동,서대문구,제2종일반주거,9,집합,10,,11410,,,1
"49,500",,51.07,제2종근린생활,1971,2018,129,홍제동,서대문구,제1종일반주거,9,일반,11,,11410,,,
"26,000",,30.54,제2종근린생활,2014,2018,,대현동,서대문구,일반상업,9,집합,5,,11410,,,2
"25,500",,23.92,제2종근린생활,2014,2018,,대현동,서대문구,일반상업,9,집합,5,,11410,,,2
"108,242",,85.12,제1종근린생활,2018,2018,,대현동,서대문구,일반상업,9,집합,11,,11410,,,1
"2,800",,3.8,제1종근린생활,2007,2018,,대현동,서대문구,일반상업,9,집합,17,,11410,,,30
"5,000",,3.8,제1종근린생활,2007,2018,,대현동,서대문구,일반상업,9,집합,17,,11410,,,10
"31,000",,54.72,제2종근린생활,2018,2018,,대현동,서대문구,일반상업,9,집합,21,,11410,,,2
"31,000",,41.48,제2종근린생활,2018,2018,,대현동,서대문구,일반상업,9,집합,21,,11410,,,2
"1,600",,3.8,판매,2007,2018,,대현동,서대문구,일반상업,9,집합,30,,11410,,,
"1,600",,3.8,판매,2007,2018,,대현동,서대문구,일반상업,9,집합,30,,11410,,,
"25,000",,47.56,제2종근린생활,2005,2018,,창천동,서대문구,일반상업,9,집합,2,,11410,,,
"37,000",,30.45,제1종근린생활,2000,2018,,창천동,서대문구,일반상업,9,집합,16,,11410,,,
"240,000",,479.49,숙박,1991,2018,179.2,창천동,서대문구,일반상업,9,일반,20,,11410,,,
"240,000",,420.99,제2종근린생활,1983,2018,380,연희동,서대문구,제2종일반주거,9,일반,6,,11410,,,
"9,100",,28.27,제1종근린생활,2015,2018,,홍은동,서대문구,제2종일반주거,9,집합,29,,11410,,,1
"65,000",,102.56,교육연구,2014,2018,,북가좌동,서대문구,제3종일반주거,9,집합,22,,11410,,,5
"41,500",,30.7,제2종근린생활,2014,2018,,북가좌동,서대문구,제3종일반주거,9,집합,29,,11410,,,1
"44,500",,28.8,제1종근린생활,1985,2018,51,남가좌동,서대문구,준주거,9,일반,7,,11410,,,
"50,000",,72.45,제2종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,10,,11410,,,2
"268,000",,122.76,제2종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,10,,11410,,,1
"95,000",,73.1,제1종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,10,,11410,,,1
"119,700",,49.34,제1종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,10,,11410,,,1
"86,300",,44.5,제1종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,10,,11410,,,1
"100,000",,128.65,제2종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,10,,11410,,,2
"70,000",,106.64,제2종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,10,,11410,,,2
"163,000",,76.41,제1종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,17,,11410,,,1
"87,000",,154.31,제1종근린생활,2018,2018,,남가좌동,서대문구,제3종일반주거,9,집합,17,,11410,,,
"79,503",,61.73,제1종근린생활,2015,2018,,남가좌동,서대문구,제2종일반주거,9,집합,19,,11410,,,1
"170,000",,323.21,제2종근린생활,2002,2018,172.5,합동,서대문구,제3종일반주거,10,일반,15,,11410,,,
"124,000",,58.02,제1종근린생활,1983,2018,80,북아현동,서대문구,준주거,10,일반,10,,11410,,,
"11,000",,16.75,제2종근린생활,2015,2018,,북아현동,서대문구,제2종일반주거,10,집합,10,,11410,,,1
"130,000",,439.06,기타,1985,2018,272,홍제동,서대문구,제2종일반주거,10,일반,5,,11410,,,
"1,000",,5.95,판매,2000,2018,,홍제동,서대문구,제3종일반주거,10,집합,22,,11410,,,
"1,828",,3.8,판매,2007,2018,,대현동,서대문구,일반상업,10,집합,19,,11410,,,30
"1,488",,3.8,판매,2007,2018,,대현동,서대문구,일반상업,10,집합,19,,11410,,,50
"16,350",,32.41,업무,2000,2018,,창천동,서대문구,일반상업,10,집합,14,,11410,,,10
"210,000",,310.42,제2종근린생활,1970,2018,175.2,연희동,서대문구,제2종일반주거,10,일반,1,,11410,,,
"210,000",,310.42,제2종근린생활,1970,2018,175.2,연희동,서대문구,제2종일반주거,10,일반,1,,11410,,,
"210,000",,310.42,제2종근린생활,1970,2018,175.2,연희동,서대문구,제2종일반주거,10,일반,1,,11410,,,
"90,000",,167.32,제1종근린생활,2018,2018,,홍은동,서대문구,제1종일반주거,10,집합,19,,11410,,,1
"365,000",,691.17,제2종근린생활,1977,2018,471.7,북가좌동,서대문구,제3종일반주거,10,일반,15,,11410,,,
"300,000",,489.26,제2종근린생활,1979,2018,389.5,북가좌동,서대문구,제3종일반주거,10,일반,17,,11410,,,
"6,500",,25.74,제2종근린생활,2008,2018,,북가좌동,서대문구,제2종일반주거,10,집합,22,,11410,,,1
"6,500",,22.68,제2종근린생활,2008,2018,,북가좌동,서대문구,제2종일반주거,10,집합,22,,11410,,,1
"290,000",,295.68,제1종근린생활,1984,2018,114.4,북아현동,서대문구,준주거,11,일반,18,,11410,,,
"280,200",,689.39,제2종근린생활,1969,2018,317,홍제동,서대문구,제2종일반주거,11,일반,12,,11410,,,
"4,800",,30.42,제2종근린생활,1996,2018,,홍제동,서대문구,제3종일반주거,11,집합,14,,11410,,,3
"45,000",,35.15,제1종근린생활,2017,2018,,대현동,서대문구,일반상업,11,집합,9,,11410,,,1
"79,000",,46.41,제1종근린생활,2017,2018,,대현동,서대문구,일반상업,11,집합,21,,11410,,,1
"255,000",,324.56,제1종근린생활,1968,2018,174.8,대현동,서대문구,일반상업,11,일반,26,,11410,,,
"1,485,000",,1066.38,제2종근린생활,,2018,171.9,창천동,서대문구,일반상업,11,일반,20,,11410,,,
"9,900",,17.6,제2종근린생활,2016,2018,,연희동,서대문구,제3종일반주거,11,집합,10,,11410,,,3
"14,000",,25.02,제2종근린생활,2016,2018,,연희동,서대문구,제3종일반주거,11,집합,10,,11410,,,3
"5,600",,9.86,제2종근린생활,2016,2018,,연희동,서대문구,제3종일반주거,11,집합,10,,11410,,,3
"84,380",,198.35,제1종근린생활,1967,2018,140.5,홍은동,서대문구,제3종일반주거,11,일반,30,,11410,,,
"100,000",,138.36,제1종근린생활,2017,2018,,북가좌동,서대문구,제2종일반주거,11,집합,13,,11410,,,1
"31,000",,49.29,제2종근린생활,2016,2018,,북가좌동,서대문구,제2종일반주거,11,집합,15,,11410,,,1
"9,500",,21.6,제2종근린생활,1999,2018,,남가좌동,서대문구,제3종일반주거,11,집합,8,,11410,,,2
"8,000",,14.75,제1종근린생활,1966,2018,9,남가좌동,서대문구,준주거,11,일반,8,,11410,,,
"16,500",,13.31,제1종근린생활,1983,2018,17,남가좌동,서대문구,준주거,11,일반,9,,11410,,,
"7,300",,23.6,제2종근린생활,1966,2018,,남가좌동,서대문구,일반상업,11,집합,9,,11410,,,
"7,300",,23.6,제2종근린생활,1966,2018,,남가좌동,서대문구,일반상업,11,집합,22,,11410,,,
"31,000",,30.42,제1종근린생활,1966,2018,20,남가좌동,서대문구,준주거,11,일반,26,,11410,,,
"27,500",,43.91,제1종근린생활,2000,2018,,남가좌동,서대문구,제3종일반주거,11,집합,30,,11410,,,1
"62,000",,76.58,제2종근린생활,2004,2019,,충정로3가,서대문구,준주거,1,집합,30,,11410,,,1
"43,000",,132.93,제1종근린생활,1992,2019,50.5,천연동,서대문구,제2종일반주거,1,일반,13,,11410,,,
"404,700",,338.01,제2종근린생활,1961,2019,89,북아현동,서대문구,준주거,1,일반,29,,11410,,,
"5,450",,52,판매,2000,2019,,홍제동,서대문구,제3종일반주거,1,집합,10,,11410,,,
"320,000",,284.41,제2종근린생활,1967,2019,270.1,대현동,서대문구,제2종일반주거,1,일반,10,,11410,,,
"26,000",,27.4,숙박,2014,2019,,대현동,서대문구,일반상업,1,집합,11,,11410,,,15
"740,000",,571.14,제2종근린생활,1983,2019,,대현동,서대문구,준주거,1,집합,30,,11410,,,
"37,000",,71.5,제1종근린생활,1987,2019,28.6,창천동,서대문구,제2종일반주거,1,일반,4,,11410,,,
"410,000",,571.01,제2종근린생활,1971,2019,198.3,창천동,서대문구,준주거,1,일반,15,,11410,,,
"220,000",,881.41,기타,2004,2019,,창천동,서대문구,제3종일반주거,1,집합,15,,11410,,,
"410,000",,571.01,제2종근린생활,1971,2019,264.4,창천동,서대문구,준주거,1,일반,15,,11410,,,
"16,350",,29.65,업무,2000,2019,,창천동,서대문구,일반상업,1,집합,26,,11410,,,7
"110,000",,86.06,제1종근린생활,1978,2019,132.5,연희동,서대문구,제2종일반주거,1,일반,7,,11410,,,
"110,000",,86.06,제1종근린생활,1978,2019,132.5,연희동,서대문구,제2종일반주거,1,일반,7,,11410,,,
"240,000",,282.3,제1종근린생활,2003,2019,503.1,연희동,서대문구,제1종전용주거,1,일반,18,,11410,,,
"85,400",,257.81,제2종근린생활,2007,2019,,연희동,서대문구,제3종일반주거,1,집합,18,,11410,,,
"104,600",,315.84,제2종근린생활,2007,2019,,연희동,서대문구,제3종일반주거,1,집합,18,,11410,,,
"184,000",,445.09,제2종근린생활,1985,2019,195,홍은동,서대문구,제2종일반주거,1,일반,14,,11410,,,
"33,752",,79.34,제1종근린생활,1967,2019,56.2,홍은동,서대문구,제3종일반주거,1,일반,23,,11410,,,
"638,100",,1668.55,기타,2010,2019,589.6,홍은동,서대문구,제3종일반주거,1,일반,24,,11410,,,
"25,403",,59.51,제1종근린생활,1967,2019,42.15,홍은동,서대문구,제3종일반주거,1,일반,25,,11410,,,
"25,403",,59.51,제1종근린생활,1967,2019,42.15,홍은동,서대문구,제3종일반주거,1,일반,25,,11410,,,
"4,400",,23.79,제2종근린생활,2008,2019,,북가좌동,서대문구,제2종일반주거,1,집합,10,,11410,,,
"31,000",,91.8,제1종근린생활,1994,2019,,북가좌동,서대문구,제2종일반주거,1,집합,28,,11410,,,
"7,300",,23.6,제2종근린생활,1966,2019,,남가좌동,서대문구,일반상업,1,집합,11,,11410,,,
"33,000",,127.72,제2종근린생활,1995,2019,57.23,영천동,서대문구,제3종일반주거,2,일반,1,,11410,,,
"33,000",,127.72,제2종근린생활,1995,2019,,영천동,서대문구,제3종일반주거,2,집합,20,,11410,,,3
"30,750",,74.59,기타,1998,2019,,현저동,서대문구,제3종일반주거,2,집합,21,,11410,,,5
"6,750",,17.2,기타,1998,2019,,현저동,서대문구,제3종일반주거,2,집합,21,,11410,,,5
"67,500",,151.17,제2종근린생활,1972,2019,89,홍제동,서대문구,제2종일반주거,2,일반,20,,11410,,,
"8,000",,12.14,제1종근린생활,1966,2019,,홍제동,서대문구,준주거,2,집합,20,,11410,,,
"125,000",,246.71,제2종근린생활,1979,2019,,홍제동,서대문구,제3종일반주거,2,집합,20,,11410,,,
"67,917",,40.92,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,1
"54,066",,60.32,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,2
"51,622",,57.6,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,2
"53,785",,60,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,2
"64,321",,38.76,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,1
"43,723",,55.42,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,
"29,856",,37.82,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,
"32,304",,40.92,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,
"56,981",,72.2,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,
"54,488",,69.05,제1종근린생활,2018,2019,,대현동,서대문구,일반상업,2,집합,18,,11410,,,
"12,800",,13.69,판매,2007,2019,,대현동,서대문구,일반상업,2,집합,23,,11410,,,2
"660,000",,909.33,제1종근린생활,1984,2019,290.3,대현동,서대문구,일반상업,2,일반,27,,11410,,,
"60,000",,131.44,제2종근린생활,2008,2019,98,창천동,서대문구,제2종일반주거,2,일반,27,,11410,,,
"310,000",,458.55,제1종근린생활,1980,2019,186.1,창천동,서대문구,제3종일반주거,2,일반,28,,11410,,,
"30,000",,39.37,제2종근린생활,1994,2019,66,홍은동,서대문구,제2종일반주거,2,일반,2,,11410,,,
"18,000",,29.75,업무,1956,2019,13,홍은동,서대문구,제2종일반주거,2,일반,24,,11410,,,
"6,000",,24.19,제1종근린생활,2013,2019,,북가좌동,서대문구,제2종일반주거,2,집합,23,,11410,,,1
"27,000",,86.32,제2종근린생활,2018,2019,,북가좌동,서대문구,제3종일반주거,2,집합,24,,11410,,,2
"10,000",,14.11,제2종근린생활,1966,2019,,남가좌동,서대문구,일반상업,2,집합,1,,11410,,,
"10,000",,16.36,제1종근린생활,1966,2019,,남가좌동,서대문구,일반상업,2,집합,28,,11410,,,1
"9,000",,21.3,제1종근린생활,1992,2019,,충정로2가,서대문구,준주거,3,집합,19,,11410,,,
"76,700",,19.83,제2종근린생활,1941,2019,39,북아현동,서대문구,근린상업,3,일반,29,,11410,,,
"23,000",,71.56,제2종근린생활,2016,2019,,홍제동,서대문구,제3종일반주거,3,집합,15,,11410,,,2
"22,500",,34.26,제1종근린생활,2018,2019,,홍제동,서대문구,제2종일반주거,3,집합,28,,11410,,,1
"76,746",,113.49,제1종근린생활,2007,2019,,대현동,서대문구,일반상업,3,집합,11,,11410,,,
"78,694",,116.23,제1종근린생활,2007,2019,,대현동,서대문구,일반상업,3,집합,11,,11410,,,
"94,136",,124.44,제1종근린생활,2007,2019,,대현동,서대문구,일반상업,3,집합,11,,11410,,,
"111,791",,148.01,제1종근린생활,2007,2019,,대현동,서대문구,일반상업,3,집합,11,,11410,,,
"26,100",,28.43,숙박,2014,2019,,대현동,서대문구,일반상업,3,집합,19,,11410,,,14
"14,000",,26.95,업무,2000,2019,,창천동,서대문구,일반상업,3,집합,1,,11410,,,16
"79,000",,29.75,제2종근린생활,,2019,51.2,창천동,서대문구,제2종일반주거,3,일반,4,,11410,,,
"18,874",,46.62,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,165",,125.89,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,270",,126.14,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,380",,126.42,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,048",,125.58,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,165",,125.89,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,270",,126.14,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,380",,126.42,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"52,048",,125.58,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"36,376",,89.6,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"14,542",,35.91,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"93,890",,231.18,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"19,602",,48.3,제2종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"19,602",,48.3,제2종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"25,813",,63.6,제2종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"27,829",,63.6,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"27,829",,63.6,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"21,132",,48.3,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"21,132",,48.3,제1종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"11,842",,29.25,제2종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"25,813",,63.6,제2종근린생활,2013,2019,,창천동,서대문구,준주거,3,집합,18,,11410,,,
"260,000",,617.64,제1종근린생활,1991,2019,215.9,창천동,서대문구,제1종일반주거,3,일반,22,,11410,,,
"88,000",,169.94,제2종근린생활,2000,2019,,창천동,서대문구,일반상업,3,집합,29,,11410,,,
"12,000",,23.93,제2종근린생활,2016,2019,,홍은동,서대문구,제2종일반주거,3,집합,2,,11410,,,1
"16,000",,60.74,제2종근린생활,2014,2019,,홍은동,서대문구,제3종일반주거,3,집합,15,,11410,,,2
"17,500",,30.59,제2종근린생활,2018,2019,,홍은동,서대문구,제2종일반주거,3,집합,17,,11410,,,2
"23,000",,58.77,제2종근린생활,2012,2019,,홍은동,서대문구,제2종일반주거,3,집합,22,,11410,,,2
"14,500",,45.99,제2종근린생활,2018,2019,,홍은동,서대문구,제1종일반주거,3,집합,22,,11410,,,
"16,000",,49.77,제2종근린생활,2018,2019,,홍은동,서대문구,제1종일반주거,3,집합,22,,11410,,,
"16,000",,49.77,제2종근린생활,2018,2019,,홍은동,서대문구,제1종일반주거,3,집합,22,,11410,,,
"14,500",,45.99,제2종근린생활,2018,2019,,홍은동,서대문구,제1종일반주거,3,집합,22,,11410,,,
"15,000",,48.03,제2종근린생활,2016,2019,,홍은동,서대문구,제3종일반주거,3,집합,26,,11410,,,1
"8,000",,24,제2종근린생활,1988,2019,,홍은동,서대문구,제2종일반주거,3,집합,29,,11410,,,1
"30,500",,24.51,제2종근린생활,2019,2019,,북가좌동,서대문구,제3종일반주거,3,집합,1,,11410,,,1
"36,000",,50.22,제2종근린생활,1969,2019,38,남가좌동,서대문구,제2종일반주거,3,일반,18,,11410,,,
"38,190",,49.83,제2종근린생활,2018,2019,,남가좌동,서대문구,제3종일반주거,3,집합,18,,11410,,,
"210,000",,943.53,교육연구,2004,2019,265.4,충정로3가,서대문구,제2종일반주거,4,일반,22,,11410,,,
"640,000",,617.85,제2종근린생활,1956,2019,856.2,냉천동,서대문구,제3종일반주거,4,일반,19,,11410,,,
"103,000",,126.24,제1종근린생활,1988,2019,78,북아현동,서대문구,준주거,4,일반,9,,11410,,,
"390,000",,337.84,제2종근린생활,1983,2019,125.5,북아현동,서대문구,준주거,4,일반,9,,11410,,,
"28,000",,60.02,제2종근린생활,2009,2019,,홍제동,서대문구,제3종일반주거,4,집합,8,,11410,,,2
"23,000",,23.7,숙박,2014,2019,,대현동,서대문구,일반상업,4,집합,4,,11410,,,22
"25,600",,26.75,숙박,2014,2019,,대현동,서대문구,일반상업,4,집합,5,,11410,,,14
"194,000",,127.28,제1종근린생활,1961,2019,112.7,대현동,서대문구,준주거,4,일반,9,,11410,,,
"24,300",,25.76,숙박,2014,2019,,대현동,서대문구,일반상업,4,집합,25,,11410,,,22
"117,500",,119.07,제1종근린생활,1995,2019,58.5,대현동,서대문구,일반상업,4,일반,29,,11410,,,
"69,000",,227.75,제1종근린생활,2012,2019,,대현동,서대문구,제2종일반주거,4,집합,30,,11410,,,
"1,600",,3.8,제1종근린생활,2007,2019,,대현동,서대문구,일반상업,4,집합,30,,11410,,,
"24,300",,25.76,숙박,2014,2019,,대현동,서대문구,일반상업,4,집합,30,,11410,,,22
"4,000",,16.39,제1종근린생활,1993,2019,,창천동,서대문구,제2종일반주거,4,집합,15,,11410,,,4
"85,000",,54.55,제2종근린생활,,2019,106.8,창천동,서대문구,준주거,4,일반,30,,11410,,,
"26,500",,110.97,제2종근린생활,1970,2019,60,연희동,서대문구,제2종일반주거,4,일반,15,,11410,,,
"19,700",,42.37,제2종근린생활,2010,2019,,홍은동,서대문구,제3종일반주거,4,집합,9,,11410,,,3
"43,000",,24.79,제2종근린생활,2017,2019,,홍은동,서대문구,제3종일반주거,4,집합,12,,11410,,,
"25,000",,72.48,제1종근린생활,2006,2019,,홍은동,서대문구,제3종일반주거,4,집합,30,,11410,,,1
"127,000",,551.54,제2종근린생활,2011,2019,208,남가좌동,서대문구,제2종일반주거,4,일반,8,,11410,,,
"29,500",,49.5,제2종근린생활,2009,2019,,충정로2가,서대문구,준주거,5,집합,1,,11410,,,2
"30,000",,96.72,제2종근린생활,2015,2019,,충정로2가,서대문구,제2종일반주거,5,집합,28,,11410,,,
"33,000",,20.4,제1종근린생활,2015,2019,,충정로2가,서대문구,제2종일반주거,5,집합,28,,11410,,,1
"34,000",,20.4,제1종근린생활,2015,2019,,충정로2가,서대문구,제2종일반주거,5,집합,28,,11410,,,1
"44,000",,43.37,제1종근린생활,1963,2019,49.6,천연동,서대문구,제2종일반주거,5,일반,21,,11410,,,
"44,000",,43.37,제1종근린생활,1963,2019,49.6,천연동,서대문구,제2종일반주거,5,일반,21,,11410,,,
"24,500",,75.62,제2종근린생활,2016,2019,,홍제동,서대문구,제3종일반주거,5,집합,10,,11410,,,2
"26,600",,28.43,숙박,2014,2019,,대현동,서대문구,일반상업,5,집합,2,,11410,,,22
"26,600",,28.43,숙박,2014,2019,,대현동,서대문구,일반상업,5,집합,2,,11410,,,22
"470,000",,1068.82,제2종근린생활,2011,2019,408,대현동,서대문구,제2종일반주거,5,일반,10,,11410,,,
"95,000",,40.33,제2종근린생활,1971,2019,31.4,대현동,서대문구,일반상업,5,일반,22,,11410,,,
"156,000",,31.17,제1종근린생활,1961,2019,53.6,대현동,서대문구,일반상업,5,일반,28,,11410,,,
"198,000",,396.02,제2종근린생활,2015,2019,94.9,창천동,서대문구,준주거,5,일반,8,,11410,,,
"20,000",,33.66,제1종근린생활,1995,2019,,창천동,서대문구,제3종일반주거,5,집합,14,,11410,,,
"22,600",,38.7,제1종근린생활,1995,2019,,창천동,서대문구,제3종일반주거,5,집합,14,,11410,,,1
"20,000",,33.66,제1종근린생활,1995,2019,,창천동,서대문구,제3종일반주거,5,집합,14,,11410,,,
"22,600",,38.7,제1종근린생활,1995,2019,,창천동,서대문구,제3종일반주거,5,집합,14,,11410,,,1
"43,800",,99.97,제1종근린생활,1981,2019,90.32,연희동,서대문구,제3종일반주거,5,일반,7,,11410,,,
"164,000",,321.67,기타,2019,2019,,연희동,서대문구,제3종일반주거,5,집합,24,,11410,,,
"210,000",,457.54,제2종근린생활,2019,2019,,연희동,서대문구,제3종일반주거,5,집합,24,,11410,,,
"18,000",,40.92,제2종근린생활,2019,2019,,연희동,서대문구,제3종일반주거,5,집합,24,,11410,,,
"28,000",,63.24,제1종근린생활,2019,2019,,연희동,서대문구,제3종일반주거,5,집합,24,,11410,,,
"15,000",,20.79,제2종근린생활,1997,2019,,홍은동,서대문구,제2종일반주거,5,집합,3,,11410,,,
"17,000",,30.59,제2종근린생활,2018,2019,,홍은동,서대문구,제2종일반주거,5,집합,21,,11410,,,2
